,hours,Light,Diuron,Replicate,Absorbance
192,0,20,AlgaeControl,AVERAGE,0.05255
193,0,20,MeOHControl,Rep 1,0.0569
194,0,20,MeOHControl,Rep 2,0.0565
195,0,20,MeOH,AVERAGE,0.0567
196,0,20,3,Rep 1,0.0545
197,0,20,3,Rep 2,0.0546
198,0,20,3,AVERAGE,0.05455
199,0,20,1,Rep 1,0.0525
200,0,20,1,Rep 2,0.0531
201,0,20,1,AVERAGE,0.0528
202,0,20,0.33,Rep 1,0.0554
203,0,20,0.33,Rep 2,0.0504
204,0,20,0.33,AVERAGE,0.0529
205,0,20,0.11,Rep 1,0.0498
206,0,20,0.11,Rep 2,0.0504
207,0,20,0.11,AVERAGE,0.0501
208,0,5,AlgaeControl,Rep 1,0.0567
209,0,5,AlgaeControl,Rep 2,0.0549
210,0,5,AlgaeControl,AVERAGE,0.0558
211,0,5,MeOHControl,Rep 1,0.0587
212,0,5,MeOHControl,Rep 2,0.0583
213,0,5,MeOH,AVERAGE,0.0585
214,0,5,3,Rep 1,0.052
215,0,5,3,Rep 2,0.0573
216,0,5,3,AVERAGE,0.05465
217,0,5,1,Rep 1,0.0528
218,0,5,1,Rep 2,0.0555
219,0,5,1,AVERAGE,0.05415
220,0,5,0.33,Rep 1,0.0504
221,0,5,0.33,Rep 2,0.0527
222,0,5,0.33,AVERAGE,0.05155
223,0,5,0.11,Rep 1,0.0482
224,0,5,0.11,Rep 2,0.0501
225,0,5,0.11,AVERAGE,0.04915
226,0,Blank,Blank,Rep 1,0.0481
227,0,Blank,Blank,Rep 2,0.0465
228,0,Blank,Blank,AVERAGE,0.0473
229,0.3,80,AlgaeControl,Rep 1,0.0518
230,0.3,80,AlgaeControl,Rep 2,0.0532
231,0.3,80,AlgaeControl,AVERAGE,0.0525
232,0.3,80,MeOHControl,Rep 1,0.055
233,0.3,80,MeOHControl,Rep 2,0.0568
234,0.3,80,MeOH,AVERAGE,0.0559
235,0.3,80,3,Rep 1,0.0597
236,0.3,80,3,Rep 2,0.0548
237,0.3,80,3,AVERAGE,0.05725
238,0.3,80,1,Rep 1,0.0562
239,0.3,80,1,Rep 2,0.0539
240,0.3,80,1,AVERAGE,0.05505
241,0.3,80,0.33,Rep 1,0.0509
242,0.3,80,0.33,Rep 2,0.0506
243,0.3,80,0.33,AVERAGE,0.05075
244,0.3,80,0.11,Rep 1,0.0505
245,0.3,80,0.11,Rep 2,0.0513
246,0.3,80,0.11,AVERAGE,0.0509
247,0.3,20,AlgaeControl,Rep 1,0.0528
248,0.3,20,AlgaeControl,Rep 2,0.0517
249,0.3,20,AlgaeControl,AVERAGE,0.05225
250,0.3,20,MeOHControl,Rep 1,0.054
251,0.3,20,MeOHControl,Rep 2,0.0522
252,0.3,20,MeOH,AVERAGE,0.0531
253,0.3,20,3,Rep 1,0.0546
254,0.3,20,3,Rep 2,0.0503
255,0.3,20,3,AVERAGE,0.05245
256,0.3,20,1,Rep 1,0.0567
257,0.3,20,1,Rep 2,0.0541
258,0.3,20,1,AVERAGE,0.0554
259,0.3,20,0.33,Rep 1,0.0496
260,0.3,20,0.33,Rep 2,0.0514
261,0.3,20,0.33,AVERAGE,0.0505
262,0.3,20,0.11,Rep 1,0.0519
263,0.3,20,0.11,Rep 2,0.0527
264,0.3,20,0.11,AVERAGE,0.0523
265,0.3,5,AlgaeControl,Rep 1,0.0534
266,0.3,5,AlgaeControl,Rep 2,0.0511
267,0.3,5,AlgaeControl,AVERAGE,0.05225
268,0.3,5,MeOHControl,Rep 1,0.0545
269,0.3,5,MeOHControl,Rep 2,0.0542
270,0.3,5,MeOH,AVERAGE,0.05435
271,0.3,5,3,Rep 1,0.0517
272,0.3,5,3,Rep 2,0.0509
273,0.3,5,3,AVERAGE,0.0513
274,0.3,5,1,Rep 1,0.0541
275,0.3,5,1,Rep 2,0.0515
276,0.3,5,1,AVERAGE,0.0528
277,0.3,5,0.33,Rep 1,0.0501
278,0.3,5,0.33,Rep 2,0.0489
279,0.3,5,0.33,AVERAGE,0.0495
280,0.3,5,0.11,Rep 1,0.0492
281,0.3,5,0.11,Rep 2,0.0504
282,0.3,5,0.11,AVERAGE,0.0498
283,0.3,Blank,Blank,Rep 1,0.0454
284,0.3,Blank,Blank,Rep 2,0.0443
285,0.3,Blank,Blank,AVERAGE,0.04485
286,2,80,AlgaeControl,Rep 1,0.0535
287,2,80,AlgaeControl,Rep 2,0.0543
288,2,80,AlgaeControl,AVERAGE,0.0539
289,2,80,MeOHControl,Rep 1,0.0568
290,2,80,MeOHControl,Rep 2,0.0558
291,2,80,MeOH,AVERAGE,0.0563
292,2,80,3,Rep 1,0.0609
293,2,80,3,Rep 2,0.0614
294,2,80,3,AVERAGE,0.06115
295,2,80,1,Rep 1,0.053
296,2,80,1,Rep 2,0.0526
297,2,80,1,AVERAGE,0.0528
298,2,80,0.33,Rep 1,0.0551
299,2,80,0.33,Rep 2,0.0558
300,2,80,0.33,AVERAGE,0.05545
301,2,80,0.11,Rep 1,0.0487
302,2,80,0.11,Rep 2,0.0489
303,2,80,0.11,AVERAGE,0.0488
304,2,20,AlgaeControl,Rep 1,0.0551
305,2,20,AlgaeControl,Rep 2,0.054
306,2,20,AlgaeControl,AVERAGE,0.05455
307,2,20,MeOHControl,Rep 1,0.055
308,2,20,MeOHControl,Rep 2,0.0557
309,2,20,MeOH,AVERAGE,0.05535
310,2,20,3,Rep 1,0.0546
311,2,20,3,Rep 2,0.0571
312,2,20,3,AVERAGE,0.05585
313,2,20,1,Rep 1,0.054
314,2,20,1,Rep 2,0.0527
315,2,20,1,AVERAGE,0.05335
316,2,20,0.33,Rep 1,0.0497
317,2,20,0.33,Rep 2,0.0519
318,2,20,0.33,AVERAGE,0.0508
319,2,20,0.11,Rep 1,0.0496
320,2,20,0.11,Rep 2,0.0471
321,2,20,0.11,AVERAGE,0.04835
322,2,5,AlgaeControl,Rep 1,0.0584
323,2,5,AlgaeControl,Rep 2,0.0575
324,2,5,AlgaeControl,AVERAGE,0.05795
325,2,5,MeOHControl,Rep 1,0.0586
326,2,5,MeOHControl,Rep 2,0.0587
327,2,5,MeOH,AVERAGE,0.05865
328,2,5,3,Rep 1,0.0551
329,2,5,3,Rep 2,0.0529
330,2,5,3,AVERAGE,0.054
331,2,5,1,Rep 1,0.0559
332,2,5,1,Rep 2,0.0577
333,2,5,1,AVERAGE,0.0568
334,2,5,0.33,Rep 1,0.0503
335,2,5,0.33,Rep 2,0.0515
336,2,5,0.33,AVERAGE,0.0509
337,2,5,0.11,Rep 1,0.0524
338,2,5,0.11,Rep 2,0.0521
339,2,5,0.11,AVERAGE,0.05225
340,2,Blank,Blank,Rep 1,0.0546
341,2,Blank,Blank,Rep 2,0.0519
342,2,Blank,Blank,AVERAGE,0.05325
343,24,80,AlgaeControl,Rep 1,0.1231
344,24,80,AlgaeControl,Rep 2,0.119
345,24,80,AlgaeControl,AVERAGE,0.12105
346,24,80,MeOHControl,Rep 1,0.1203
347,24,80,MeOHControl,Rep 2,0.116
348,24,80,MeOH,AVERAGE,0.11815
349,24,80,3,Rep 1,0.1655
350,24,80,3,Rep 2,0.1182
351,24,80,3,AVERAGE,0.14185
352,24,80,1,Rep 1,0.0969
353,24,80,1,Rep 2,0.119
354,24,80,1,AVERAGE,0.10795
355,24,80,0.33,Rep 1,0.1377
356,24,80,0.33,Rep 2,0.1404
357,24,80,0.33,AVERAGE,0.13905
358,24,80,0.11,Rep 1,0.0754
359,24,80,0.11,Rep 2,0.1038
360,24,80,0.11,AVERAGE,0.0896
361,24,20,AlgaeControl,Rep 1,0.1252
362,24,20,AlgaeControl,Rep 2,0.1276
363,24,20,AlgaeControl,AVERAGE,0.1264
364,24,20,MeOHControl,Rep 1,0.1198
365,24,20,MeOHControl,Rep 2,0.121
366,24,20,MeOH,AVERAGE,0.1204
367,24,20,3,Rep 1,0.0747
368,24,20,3,Rep 2,0.0681
369,24,20,3,AVERAGE,0.0714
370,24,20,1,Rep 1,0.0903
371,24,20,1,Rep 2,0.0872
372,24,20,1,AVERAGE,0.08875
373,24,20,0.33,Rep 1,0.1155
374,24,20,0.33,Rep 2,0.0992
375,24,20,0.33,AVERAGE,0.10735
376,24,20,0.11,Rep 1,0.097
377,24,20,0.11,Rep 2,0.0687
378,24,20,0.11,AVERAGE,0.08285
379,24,5,AlgaeControl,Rep 1,0.0596
380,24,5,AlgaeControl,Rep 2,0.0585
381,24,5,AlgaeControl,AVERAGE,0.05905
382,24,5,MeOHControl,Rep 1,0.0611
383,24,5,MeOHControl,Rep 2,0.0622
384,24,5,MeOH,AVERAGE,0.06165
385,24,5,3,Rep 1,0.0552
386,24,5,3,Rep 2,0.0587
387,24,5,3,AVERAGE,0.05695
388,24,5,1,Rep 1,0.0552
389,24,5,1,Rep 2,0.0579
390,24,5,1,AVERAGE,0.05655
391,24,5,0.33,Rep 1,0.0537
392,24,5,0.33,Rep 2,0.0531
393,24,5,0.33,AVERAGE,0.0534
394,24,5,0.11,Rep 1,0.0537
395,24,5,0.11,Rep 2,0.0536
396,24,5,0.11,AVERAGE,0.05365
397,24,Blank,Blank,Rep 1,0.0585
398,24,Blank,Blank,Rep 2,0.0472
399,24,Blank,Blank,AVERAGE,0.05285
400,48,80,AlgaeControl,Rep 1,0.1212
401,48,80,AlgaeControl,Rep 2,0.1589
402,48,80,AlgaeControl,AVERAGE,0.14005
403,48,80,MeOHControl,Rep 1,0.157
404,48,80,MeOHControl,Rep 2,0.142
405,48,80,MeOH,AVERAGE,0.1495
406,48,80,3,Rep 1,0.2057
407,48,80,3,Rep 2,0.1514
408,48,80,3,AVERAGE,0.17855
409,48,80,1,Rep 1,0.1248
410,48,80,1,Rep 2,0.1472
411,48,80,1,AVERAGE,0.136
412,48,80,0.33,Rep 1,0.1111
413,48,80,0.33,Rep 2,0.1145
414,48,80,0.33,AVERAGE,0.1128
415,48,80,0.11,Rep 1,NA
416,48,80,0.11,Rep 2,NA
417,48,80,0.11,AVERAGE,NA
418,48,20,AlgaeControl,Rep 1,0.1327
419,48,20,AlgaeControl,Rep 2,0.1536
420,48,20,AlgaeControl,AVERAGE,0.14315
421,48,20,MeOHControl,Rep 1,0.135
422,48,20,MeOHControl,Rep 2,0.135
423,48,20,MeOH,AVERAGE,0.135
424,48,20,3,Rep 1,0.149
425,48,20,3,Rep 2,0.1123
426,48,20,3,AVERAGE,0.13065
427,48,20,1,Rep 1,0.1426
428,48,20,1,Rep 2,0.1266
429,48,20,1,AVERAGE,0.1346
430,48,20,0.33,Rep 1,0.0994
431,48,20,0.33,Rep 2,0.0991
432,48,20,0.33,AVERAGE,0.09925
433,48,20,0.11,Rep 1,0.0941
434,48,20,0.11,Rep 2,0.0987
435,48,20,0.11,AVERAGE,0.0964
436,48,5,AlgaeControl,Rep 1,0.0635
437,48,5,AlgaeControl,Rep 2,0.0628
438,48,5,AlgaeControl,AVERAGE,0.06315
439,48,5,MeOHControl,Rep 1,0.0759
440,48,5,MeOHControl,Rep 2,0.0769
441,48,5,MeOH,AVERAGE,0.0764
442,48,5,3,Rep 1,0.0601
443,48,5,3,Rep 2,0.064
444,48,5,3,AVERAGE,0.06205
445,48,5,1,Rep 1,0.0644
446,48,5,1,Rep 2,0.0657
447,48,5,1,AVERAGE,0.06505
448,48,5,0.33,Rep 1,0.064
449,48,5,0.33,Rep 2,0.0638
450,48,5,0.33,AVERAGE,0.0639
451,48,5,0.11,Rep 1,NA
452,48,5,0.11,Rep 2,NA
453,48,5,0.11,AVERAGE,NA
454,48,Blank,Blank,Rep 1,0.0478
455,48,Blank,Blank,Rep 2,0.0478
456,48,Blank,Blank,AVERAGE,0.0478
457,72,80,AlgaeControl,Rep 1,0.1377
458,72,80,AlgaeControl,Rep 2,0.1425
459,72,80,AlgaeControl,AVERAGE,0.1401
460,72,80,MeOHControl,Rep 1,0.1382
461,72,80,MeOHControl,Rep 2,0.126
462,72,80,MeOH,AVERAGE,0.1321
463,72,80,3,Rep 1,0.1372
464,72,80,3,Rep 2,0.1477
465,72,80,3,AVERAGE,0.14245
466,72,80,1,Rep 1,0.1323
467,72,80,1,Rep 2,0.1306
468,72,80,1,AVERAGE,0.13145
469,72,80,0.33,Rep 1,0.1242
470,72,80,0.33,Rep 2,0.1142
471,72,80,0.33,AVERAGE,0.1192
472,72,80,0.11,Rep 1,0.1051
473,72,80,0.11,Rep 2,0.0894
474,72,80,0.11,AVERAGE,0.09725
475,72,20,AlgaeControl,Rep 1,0.1497
476,72,20,AlgaeControl,Rep 2,0.1173
477,72,20,AlgaeControl,AVERAGE,0.1335
478,72,20,MeOHControl,Rep 1,0.116
479,72,20,MeOHControl,Rep 2,0.1183
480,72,20,MeOH,AVERAGE,0.11715
481,72,20,3,Rep 1,0.1236
482,72,20,3,Rep 2,0.1345
483,72,20,3,AVERAGE,0.12905
484,72,20,1,Rep 1,0.1247
485,72,20,1,Rep 2,0.1259
486,72,20,1,AVERAGE,0.1253
487,72,20,0.33,Rep 1,0.1096
488,72,20,0.33,Rep 2,0.1127
489,72,20,0.33,AVERAGE,0.11115
490,72,20,0.11,Rep 1,0.1126
491,72,20,0.11,Rep 2,0.1251
492,72,20,0.11,AVERAGE,0.11885
493,72,5,AlgaeControl,Rep 1,0.1028
494,72,5,AlgaeControl,Rep 2,0.1027
495,72,5,AlgaeControl,AVERAGE,0.10275
496,72,5,MeOHControl,Rep 1,0.1298
497,72,5,MeOHControl,Rep 2,0.1216
498,72,5,MeOH,AVERAGE,0.1257
499,72,5,3,Rep 1,0.0671
500,72,5,3,Rep 2,0.0657
501,72,5,3,AVERAGE,0.0664
502,72,5,1,Rep 1,0.0743
503,72,5,1,Rep 2,0.0712
504,72,5,1,AVERAGE,0.07275
505,72,5,0.33,Rep 1,0.0951
506,72,5,0.33,Rep 2,0.0828
507,72,5,0.33,AVERAGE,0.08895
508,72,5,0.11,Rep 1,0.085
509,72,5,0.11,Rep 2,0.0869
510,72,5,0.11,AVERAGE,0.08595
511,72,Blank,Blank,Rep 1,0.0516
512,72,Blank,Blank,Rep 2,0.0477
513,72,Blank,Blank,AVERAGE,0.04965
