,hours,Light,Diuron,Replicate,Absorbance
106,-48,5,0.33,Rep 1,NA
107,-48,5,0.33,Rep 2,NA
108,-48,5,0.33,AVERAGE,NA
109,-48,5,0.11,Rep 1,NA
110,-48,5,0.11,Rep 2,NA
111,-48,5,0.11,AVERAGE,NA
112,-48,Blank,Blank,Rep 1,NA
113,-48,Blank,Blank,Rep 2,NA
114,-48,Blank,Blank,AVERAGE,NA
115,-24,80,AlgaeControl,Rep 1,0.0457
116,-24,80,AlgaeControl,Rep 2,0.0433
117,-24,80,AlgaeControl,AVERAGE,0.0445
118,-24,80,MeOHControl,Rep 1,NA
119,-24,80,MeOHControl,Rep 2,NA
120,-24,80,MeOH,AVERAGE,NA
121,-24,80,3,Rep 1,NA
122,-24,80,3,Rep 2,NA
123,-24,80,3,AVERAGE,NA
124,-24,80,1,Rep 1,NA
125,-24,80,1,Rep 2,NA
126,-24,80,1,AVERAGE,NA
127,-24,80,0.33,Rep 1,NA
128,-24,80,0.33,Rep 2,NA
129,-24,80,0.33,AVERAGE,NA
130,-24,80,0.11,Rep 1,NA
131,-24,80,0.11,Rep 2,NA
132,-24,80,0.11,AVERAGE,NA
133,-24,20,AlgaeControl,Rep 1,0.044
134,-24,20,AlgaeControl,Rep 2,0.0443
135,-24,20,AlgaeControl,AVERAGE,0.04415
136,-24,20,MeOHControl,Rep 1,NA
137,-24,20,MeOHControl,Rep 2,NA
138,-24,20,MeOH,AVERAGE,NA
139,-24,20,3,Rep 1,NA
140,-24,20,3,Rep 2,NA
141,-24,20,3,AVERAGE,NA
142,-24,20,1,Rep 1,NA
143,-24,20,1,Rep 2,NA
144,-24,20,1,AVERAGE,NA
145,-24,20,0.33,Rep 1,NA
146,-24,20,0.33,Rep 2,NA
147,-24,20,0.33,AVERAGE,NA
148,-24,20,0.11,Rep 1,NA
149,-24,20,0.11,Rep 2,NA
150,-24,20,0.11,AVERAGE,NA
151,-24,5,AlgaeControl,Rep 1,NA
152,-24,5,AlgaeControl,Rep 2,NA
153,-24,5,AlgaeControl,AVERAGE,NA
154,-24,5,MeOHControl,Rep 1,NA
155,-24,5,MeOHControl,Rep 2,NA
156,-24,5,MeOH,AVERAGE,NA
157,-24,5,3,Rep 1,NA
158,-24,5,3,Rep 2,NA
159,-24,5,3,AVERAGE,NA
160,-24,5,1,Rep 1,NA
161,-24,5,1,Rep 2,NA
162,-24,5,1,AVERAGE,NA
163,-24,5,0.33,Rep 1,NA
164,-24,5,0.33,Rep 2,NA
165,-24,5,0.33,AVERAGE,NA
166,-24,5,0.11,Rep 1,NA
167,-24,5,0.11,Rep 2,NA
168,-24,5,0.11,AVERAGE,NA
169,-24,Blank,Blank,Rep 1,NA
170,-24,Blank,Blank,Rep 2,NA
171,-24,Blank,Blank,AVERAGE,NA
172,0,80,AlgaeControl,Rep 1,0.0556
173,0,80,AlgaeControl,Rep 2,0.0534
174,0,80,AlgaeControl,AVERAGE,0.0545
175,0,80,MeOHControl,Rep 1,0.055
176,0,80,MeOHControl,Rep 2,0.0557
177,0,80,MeOH,AVERAGE,0.05535
178,0,80,3,Rep 1,0.0568
179,0,80,3,Rep 2,0.0543
180,0,80,3,AVERAGE,0.05555
181,0,80,1,Rep 1,0.0519
182,0,80,1,Rep 2,0.0501
183,0,80,1,AVERAGE,0.051
184,0,80,0.33,Rep 1,0.0511
185,0,80,0.33,Rep 2,0.0504
186,0,80,0.33,AVERAGE,0.05075
187,0,80,0.11,Rep 1,0.05
188,0,80,0.11,Rep 2,0.0531
189,0,80,0.11,AVERAGE,0.05155
190,0,20,AlgaeControl,Rep 1,0.0522
191,0,20,AlgaeControl,Rep 2,0.0512
192,0,20,AlgaeControl,AVERAGE,0.0517
193,0,20,MeOHControl,Rep 1,0.057
194,0,20,MeOHControl,Rep 2,0.0548
195,0,20,MeOH,AVERAGE,0.0559
196,0,20,3,Rep 1,0.0509
197,0,20,3,Rep 2,0.052
198,0,20,3,AVERAGE,0.05145
199,0,20,1,Rep 1,0.0523
200,0,20,1,Rep 2,0.0527
201,0,20,1,AVERAGE,0.0525
202,0,20,0.33,Rep 1,0.0525
203,0,20,0.33,Rep 2,0.0523
204,0,20,0.33,AVERAGE,0.0524
205,0,20,0.11,Rep 1,0.0499
206,0,20,0.11,Rep 2,0.0492
207,0,20,0.11,AVERAGE,0.04955
208,0,5,AlgaeControl,Rep 1,0.0539
209,0,5,AlgaeControl,Rep 2,0.0551
210,0,5,AlgaeControl,AVERAGE,0.0545
211,0,5,MeOHControl,Rep 1,0.0547
212,0,5,MeOHControl,Rep 2,0.0507
213,0,5,MeOH,AVERAGE,0.0527
214,0,5,3,Rep 1,0.0509
215,0,5,3,Rep 2,0.0528
216,0,5,3,AVERAGE,0.05185
217,0,5,1,Rep 1,0.0503
218,0,5,1,Rep 2,0.0517
219,0,5,1,AVERAGE,0.051
220,0,5,0.33,Rep 1,0.0527
221,0,5,0.33,Rep 2,0.0511
222,0,5,0.33,AVERAGE,0.0519
223,0,5,0.11,Rep 1,0.0474
224,0,5,0.11,Rep 2,0.0499
225,0,5,0.11,AVERAGE,0.04865
226,0,Blank,Blank,Rep 1,0.0431
227,0,Blank,Blank,Rep 2,0.0417
228,0,Blank,Blank,AVERAGE,0.0424
229,0.3,80,AlgaeControl,Rep 1,0.0562
230,0.3,80,AlgaeControl,Rep 2,0.0586
231,0.3,80,AlgaeControl,AVERAGE,0.0574
232,0.3,80,MeOHControl,Rep 1,0.0583
233,0.3,80,MeOHControl,Rep 2,0.0601
234,0.3,80,MeOH,AVERAGE,0.0592
235,0.3,80,3,Rep 1,0.0534
236,0.3,80,3,Rep 2,0.0587
237,0.3,80,3,AVERAGE,0.05605
238,0.3,80,1,Rep 1,0.0576
239,0.3,80,1,Rep 2,0.0517
240,0.3,80,1,AVERAGE,0.05465
241,0.3,80,0.33,Rep 1,0.053
242,0.3,80,0.33,Rep 2,0.0495
243,0.3,80,0.33,AVERAGE,0.05125
244,0.3,80,0.11,Rep 1,0.0497
245,0.3,80,0.11,Rep 2,0.0505
246,0.3,80,0.11,AVERAGE,0.0501
247,0.3,20,AlgaeControl,Rep 1,0.0541
248,0.3,20,AlgaeControl,Rep 2,0.0665
249,0.3,20,AlgaeControl,AVERAGE,0.0603
250,0.3,20,MeOHControl,Rep 1,0.0531
251,0.3,20,MeOHControl,Rep 2,0.058
252,0.3,20,MeOH,AVERAGE,0.05555
253,0.3,20,3,Rep 1,0.0604
254,0.3,20,3,Rep 2,0.0508
255,0.3,20,3,AVERAGE,0.0556
256,0.3,20,1,Rep 1,0.0539
257,0.3,20,1,Rep 2,0.0565
258,0.3,20,1,AVERAGE,0.0552
259,0.3,20,0.33,Rep 1,0.0509
260,0.3,20,0.33,Rep 2,0.0502
261,0.3,20,0.33,AVERAGE,0.05055
262,0.3,20,0.11,Rep 1,0.0522
263,0.3,20,0.11,Rep 2,0.0499
264,0.3,20,0.11,AVERAGE,0.05105
265,0.3,5,AlgaeControl,Rep 1,0.0561
266,0.3,5,AlgaeControl,Rep 2,0.0544
267,0.3,5,AlgaeControl,AVERAGE,0.05525
268,0.3,5,MeOHControl,Rep 1,0.056
269,0.3,5,MeOHControl,Rep 2,0.0587
270,0.3,5,MeOH,AVERAGE,0.05735
271,0.3,5,3,Rep 1,0.0488
272,0.3,5,3,Rep 2,0.0561
273,0.3,5,3,AVERAGE,0.05245
274,0.3,5,1,Rep 1,0.0566
275,0.3,5,1,Rep 2,0.0579
276,0.3,5,1,AVERAGE,0.05725
277,0.3,5,0.33,Rep 1,0.0538
278,0.3,5,0.33,Rep 2,0.0597
279,0.3,5,0.33,AVERAGE,0.05675
280,0.3,5,0.11,Rep 1,0.049
281,0.3,5,0.11,Rep 2,0.0496
282,0.3,5,0.11,AVERAGE,0.0493
283,0.3,Blank,Blank,Rep 1,0.043
284,0.3,Blank,Blank,Rep 2,0.0425
285,0.3,Blank,Blank,AVERAGE,0.04275
286,2,80,AlgaeControl,Rep 1,0.0614
287,2,80,AlgaeControl,Rep 2,0.06
288,2,80,AlgaeControl,AVERAGE,0.0607
289,2,80,MeOHControl,Rep 1,0.0651
290,2,80,MeOHControl,Rep 2,0.0636
291,2,80,MeOH,AVERAGE,0.06435
292,2,80,3,Rep 1,0.0613
293,2,80,3,Rep 2,0.0602
294,2,80,3,AVERAGE,0.06075
295,2,80,1,Rep 1,0.0591
296,2,80,1,Rep 2,0.058
297,2,80,1,AVERAGE,0.05855
298,2,80,0.33,Rep 1,0.054
299,2,80,0.33,Rep 2,0.0522
300,2,80,0.33,AVERAGE,0.0531
301,2,80,0.11,Rep 1,0.0527
302,2,80,0.11,Rep 2,0.0534
303,2,80,0.11,AVERAGE,0.05305
304,2,20,AlgaeControl,Rep 1,0.0541
305,2,20,AlgaeControl,Rep 2,0.0591
306,2,20,AlgaeControl,AVERAGE,0.0566
307,2,20,MeOHControl,Rep 1,0.0661
308,2,20,MeOHControl,Rep 2,0.0602
309,2,20,MeOH,AVERAGE,0.06315
310,2,20,3,Rep 1,0.0584
311,2,20,3,Rep 2,0.0575
312,2,20,3,AVERAGE,0.05795
313,2,20,1,Rep 1,0.0528
314,2,20,1,Rep 2,0.0551
315,2,20,1,AVERAGE,0.05395
316,2,20,0.33,Rep 1,0.0525
317,2,20,0.33,Rep 2,0.0538
318,2,20,0.33,AVERAGE,0.05315
319,2,20,0.11,Rep 1,0.0522
320,2,20,0.11,Rep 2,0.0509
321,2,20,0.11,AVERAGE,0.05155
322,2,5,AlgaeControl,Rep 1,0.0573
323,2,5,AlgaeControl,Rep 2,0.0534
324,2,5,AlgaeControl,AVERAGE,0.05535
325,2,5,MeOHControl,Rep 1,0.0582
326,2,5,MeOHControl,Rep 2,0.0585
327,2,5,MeOH,AVERAGE,0.05835
328,2,5,3,Rep 1,0.0587
329,2,5,3,Rep 2,0.0581
330,2,5,3,AVERAGE,0.0584
331,2,5,1,Rep 1,0.0586
332,2,5,1,Rep 2,0.0534
333,2,5,1,AVERAGE,0.056
334,2,5,0.33,Rep 1,0.0538
335,2,5,0.33,Rep 2,0.0533
336,2,5,0.33,AVERAGE,0.05355
337,2,5,0.11,Rep 1,0.0509
338,2,5,0.11,Rep 2,0.0536
339,2,5,0.11,AVERAGE,0.05225
340,2,Blank,Blank,Rep 1,0.0429
341,2,Blank,Blank,Rep 2,0.0415
342,2,Blank,Blank,AVERAGE,0.0422
343,24,80,AlgaeControl,Rep 1,0.0635
344,24,80,AlgaeControl,Rep 2,0.0647
345,24,80,AlgaeControl,AVERAGE,0.0641
346,24,80,MeOHControl,Rep 1,0.0822
347,24,80,MeOHControl,Rep 2,0.0628
348,24,80,MeOH,AVERAGE,0.0725
349,24,80,3,Rep 1,0.0688
350,24,80,3,Rep 2,0.0906
351,24,80,3,AVERAGE,0.0797
352,24,80,1,Rep 1,0.0744
353,24,80,1,Rep 2,0.0699
354,24,80,1,AVERAGE,0.07215
355,24,80,0.33,Rep 1,0.0651
356,24,80,0.33,Rep 2,0.0636
357,24,80,0.33,AVERAGE,0.06435
358,24,80,0.11,Rep 1,0.0571
359,24,80,0.11,Rep 2,0.0578
360,24,80,0.11,AVERAGE,0.05745
361,24,20,AlgaeControl,Rep 1,0.0681
362,24,20,AlgaeControl,Rep 2,0.0696
363,24,20,AlgaeControl,AVERAGE,0.06885
364,24,20,MeOHControl,Rep 1,0.0797
365,24,20,MeOHControl,Rep 2,0.0741
366,24,20,MeOH,AVERAGE,0.0769
367,24,20,3,Rep 1,0.0689
368,24,20,3,Rep 2,0.0685
369,24,20,3,AVERAGE,0.0687
370,24,20,1,Rep 1,0.0778
371,24,20,1,Rep 2,0.0779
372,24,20,1,AVERAGE,0.07785
373,24,20,0.33,Rep 1,0.0627
374,24,20,0.33,Rep 2,0.0629
375,24,20,0.33,AVERAGE,0.0628
376,24,20,0.11,Rep 1,0.0672
377,24,20,0.11,Rep 2,0.0624
378,24,20,0.11,AVERAGE,0.0648
379,24,5,AlgaeControl,Rep 1,0.0555
380,24,5,AlgaeControl,Rep 2,0.058
381,24,5,AlgaeControl,AVERAGE,0.05675
382,24,5,MeOHControl,Rep 1,0.0544
383,24,5,MeOHControl,Rep 2,0.0615
384,24,5,MeOH,AVERAGE,0.05795
385,24,5,3,Rep 1,0.0601
386,24,5,3,Rep 2,0.0548
387,24,5,3,AVERAGE,0.05745
388,24,5,1,Rep 1,0.0578
389,24,5,1,Rep 2,0.0622
390,24,5,1,AVERAGE,0.06
391,24,5,0.33,Rep 1,0.0583
392,24,5,0.33,Rep 2,0.0611
393,24,5,0.33,AVERAGE,0.0597
394,24,5,0.11,Rep 1,0.0547
395,24,5,0.11,Rep 2,0.0556
396,24,5,0.11,AVERAGE,0.05515
397,24,Blank,Blank,Rep 1,0.043
398,24,Blank,Blank,Rep 2,0.042
399,24,Blank,Blank,AVERAGE,0.0425
400,48,80,AlgaeControl,Rep 1,0.0746
401,48,80,AlgaeControl,Rep 2,0.0777
402,48,80,AlgaeControl,AVERAGE,0.07615
403,48,80,MeOHControl,Rep 1,0.1075
404,48,80,MeOHControl,Rep 2,0.091
405,48,80,MeOH,AVERAGE,0.09925
406,48,80,3,Rep 1,0.0962
407,48,80,3,Rep 2,0.0741
408,48,80,3,AVERAGE,0.08515
409,48,80,1,Rep 1,0.0885
410,48,80,1,Rep 2,0.0742
411,48,80,1,AVERAGE,0.08135
412,48,80,0.33,Rep 1,0.0754
413,48,80,0.33,Rep 2,0.0688
414,48,80,0.33,AVERAGE,0.0721
415,48,80,0.11,Rep 1,0.0661
416,48,80,0.11,Rep 2,0.0676
417,48,80,0.11,AVERAGE,0.06685
418,48,20,AlgaeControl,Rep 1,0.078
419,48,20,AlgaeControl,Rep 2,0.0783
420,48,20,AlgaeControl,AVERAGE,0.07815
421,48,20,MeOHControl,Rep 1,0.0758
422,48,20,MeOHControl,Rep 2,0.0806
423,48,20,MeOH,AVERAGE,0.0782
424,48,20,3,Rep 1,0.0904
425,48,20,3,Rep 2,0.0852
426,48,20,3,AVERAGE,0.0878
427,48,20,1,Rep 1,0.0781
428,48,20,1,Rep 2,0.0803
429,48,20,1,AVERAGE,0.0792
430,48,20,0.33,Rep 1,0.0682
431,48,20,0.33,Rep 2,0.0761
432,48,20,0.33,AVERAGE,0.07215
433,48,20,0.11,Rep 1,0.0672
434,48,20,0.11,Rep 2,0.0666
435,48,20,0.11,AVERAGE,0.0669
436,48,5,AlgaeControl,Rep 1,0.0625
437,48,5,AlgaeControl,Rep 2,0.0603
438,48,5,AlgaeControl,AVERAGE,0.0614
439,48,5,MeOHControl,Rep 1,0.0706
440,48,5,MeOHControl,Rep 2,0.0623
441,48,5,MeOH,AVERAGE,0.06645
442,48,5,3,Rep 1,0.0568
443,48,5,3,Rep 2,0.0608
444,48,5,3,AVERAGE,0.0588
445,48,5,1,Rep 1,0.0641
446,48,5,1,Rep 2,0.0654
447,48,5,1,AVERAGE,0.06475
448,48,5,0.33,Rep 1,0.0667
449,48,5,0.33,Rep 2,0.0661
450,48,5,0.33,AVERAGE,0.0664
451,48,5,0.11,Rep 1,0.0622
452,48,5,0.11,Rep 2,0.0604
453,48,5,0.11,AVERAGE,0.0613
454,48,Blank,Blank,Rep 1,0.0431
455,48,Blank,Blank,Rep 2,0.0436
456,48,Blank,Blank,AVERAGE,0.04335
457,72,80,AlgaeControl,Rep 1,0.0715
458,72,80,AlgaeControl,Rep 2,0.094
459,72,80,AlgaeControl,AVERAGE,0.08275
460,72,80,MeOHControl,Rep 1,0.1045
461,72,80,MeOHControl,Rep 2,0.0865
462,72,80,MeOH,AVERAGE,0.0955
463,72,80,3,Rep 1,0.1018
464,72,80,3,Rep 2,0.0899
465,72,80,3,AVERAGE,0.09585
466,72,80,1,Rep 1,0.0774
467,72,80,1,Rep 2,0.0845
468,72,80,1,AVERAGE,0.08095
469,72,80,0.33,Rep 1,0.0848
470,72,80,0.33,Rep 2,0.0766
471,72,80,0.33,AVERAGE,0.0807
472,72,80,0.11,Rep 1,0.0792
473,72,80,0.11,Rep 2,0.0721
474,72,80,0.11,AVERAGE,0.07565
475,72,20,AlgaeControl,Rep 1,0.0721
476,72,20,AlgaeControl,Rep 2,0.0755
477,72,20,AlgaeControl,AVERAGE,0.0738
478,72,20,MeOHControl,Rep 1,0.0881
479,72,20,MeOHControl,Rep 2,0.0843
480,72,20,MeOH,AVERAGE,0.0862
481,72,20,3,Rep 1,0.1116
482,72,20,3,Rep 2,0.0932
483,72,20,3,AVERAGE,0.1024
484,72,20,1,Rep 1,0.113
485,72,20,1,Rep 2,0.099
486,72,20,1,AVERAGE,0.106
487,72,20,0.33,Rep 1,0.076
488,72,20,0.33,Rep 2,0.0844
489,72,20,0.33,AVERAGE,0.0802
490,72,20,0.11,Rep 1,0.0777
491,72,20,0.11,Rep 2,0.0849
492,72,20,0.11,AVERAGE,0.0813
493,72,5,AlgaeControl,Rep 1,0.0875
494,72,5,AlgaeControl,Rep 2,0.0755
495,72,5,AlgaeControl,AVERAGE,0.0815
496,72,5,MeOHControl,Rep 1,0.1033
497,72,5,MeOHControl,Rep 2,0.1117
498,72,5,MeOH,AVERAGE,0.1075
499,72,5,3,Rep 1,0.0684
500,72,5,3,Rep 2,0.0669
501,72,5,3,AVERAGE,0.06765
502,72,5,1,Rep 1,0.0833
503,72,5,1,Rep 2,0.08
504,72,5,1,AVERAGE,0.08165
505,72,5,0.33,Rep 1,0.0767
506,72,5,0.33,Rep 2,0.0871
507,72,5,0.33,AVERAGE,0.0819
508,72,5,0.11,Rep 1,0.0729
509,72,5,0.11,Rep 2,0.0718
510,72,5,0.11,AVERAGE,0.07235
511,72,Blank,Blank,Rep 1,0.0436
512,72,Blank,Blank,Rep 2,0.0435
513,72,Blank,Blank,AVERAGE,0.04355
